link,difficulty: ,tuning: ,key: ,capo: ,chord_list,full_text,contributors,popularity,file format: ,filesize: ,instuments: 
https://tabs.ultimate-guitar.com/tab/the-band-perry/if-i-die-young-chords-949076,intermediate,E A D G B E,,2nd fret,"['D', 'D6add9/A', 'A', 'G']","---------------------------------------------------------------------------
                       IF I DIE YOUNG - The Band Perry
---------------------------------------------------------------------------
 
NOTE 02/2017: Please stop changing this tab, this is the correct version,
so stop changing the chords. There are other 9 versions if you want!
 
Tuning: Standard
CAPO: 2nd fret
Chords:
 
   G   D   A   D6add9/A
e|-3---2---0---0-|
B|-3---3---2---3-|
G|-0---2---2---4-|
D|-0---0---2---4-|
A|-2---x---0---0-|
E|-3---x---0---x-|
 
 
[Intro]
 
         G
If I die young
           D
Bury me in satin
        A               D6add9/A
Lay me down on a bed of roses
               G          D
Sink me in the river at dawn
        A                        D6add9/A
Send me away with the words of a love song
G       D      A
  Oh oh, oh oh
 
 
[Verse]
 
               G                             D
Lord make me a rainbow, I'll shine down on my mother
                          A                         D6add9/A
She'll know I'm safe with You when she stands under my colors
   G                                 D
Oh and life ain't always what you think it ought to be
   A                     D6add9/A
No, ain't even grey, but she buries her baby
 
 
[Bridge]
 
 G             D          A  D6add9/A
The sharp knife of a short life
     G         D          D6add9/A
Well, I've had just enough time
 
 
[Chorus]
 
         G
If I die young
           D
Bury me in satin
        A               D6add9/A
Lay me down on a bed of roses
               G          D
Sink me in the river at dawn
        A                             D6add9/A
Send me away with the words of a love song
 
 
[Bridge]
 
    G                D       A  D6add9/A
The sharp knife of a short life
     G         D           A
Well, I've had just enough time
 
 
[Verse]
 
                    G                D
And I'll be wearing white when I come into Your kingdom
       A                      D6add9/A
I'm as green as the ring on my little cold finger
    G                D
I've never known the loving of a man
       A                         D6add9/A
but it sure felt nice when he was holding my hand
         G                            D
There's a boy here in town says he'll love me forever
A                        D6add9/A
Who would have thought forever could be severed by
 
 
[Bridge]
 
   G             D          A  D6add9/A
The sharp knife of a short life
     G         D           A
Well, I've had just enough time
 
 
[Instrumental]
 
G D A D6add9/A x2
 
 
[Interlude]
 
  G
So put on your best boys
    D
And I'll wear my pearls
A
What I never did is done
 
               G
A penny for my thoughts
        D
Oh no, I'll sell them for a dollar
  A                         D6add9/A
They're worth so much more after I'm a goner
     G                         D
And maybe then you'll hear the words I've been singing
A                          D6add9/A
Funny when you're dead how people start listening
 
 
[Instrumental]
 
G D A D6add9/A
 
 
[Chorus]
 
         G
If I die young
           D
Bury me in satin
        A               D6add9/A
Lay me down on a bed of roses
               G          D
Sink me in the river at dawn
        A                        D6add9/A
Send me away with the words of a love song
 
 
[Outro]
 
G            D
 Oh oh, the ballad of a dove
A        D6add9/A
  Go in peace and love
 G
Gather up your tears
D
Keep them in your pocket
  A                               D6add9/A
Save them for a time when you're really gonna need them
 
          G                D       A    D6add9/A
Oh oh, the sharp knife of a short life
     G         D           A
Well, I've had just enough time
 
   G
So put on your best boys
D
  And I'll wear my pearls
X",5 contributors total,"1,505,450 views, added to favorites 46,725 times",,,
https://tabs.ultimate-guitar.com/tab/nirvana/about-a-girl-tabs-36242,,E A D G B E,,no capo,[],,4 contributors total,"1,504,635 views, added to favorites 11,500 times",,,
https://tabs.ultimate-guitar.com/tab/muse/hysteria-tabs-102487,,,,no capo,[],,2 contributors total,"1,503,207 views, added to favorites 13,992 times",,,
https://tabs.ultimate-guitar.com/tab/bruno-mars/the-lazy-song-chords-1761018,beginner,E A D G B E,G,4th fret,"['Bm', 'Am', 'C', 'D', 'G']","Tabbed By: Fabio BlenderBR
 
 
Enjoy!
 
 
**Capo 4th**
 
 
- Chorus:
 
G                  D         C
Today I don't feel like doing anything
G            D        C
I just wanna lay in my bed
G                       D
Don't feel like picking up my phone
C
So leave a message at the tone
G                       B7       C
Cause today I swear I'm not doing anything
 
 
- Verse:
 
    G                             D
Uh, I'm gonna kick my feet up and stare at the fan
C
Turn the TV on, throw my hand in my pants
G              D        C
Nobody's gonna tell me I can't, nah
 
G                                   D
I'll be lounging on the couch, just chillin' in my snuggie
C
Click to MTV so they can teach me how to dougie
G                  D               C
Cause in my castle I'm the freakin' man
 
 
- Pre Chorus:
 
       Am
Oh Oh, yes I said it
Bm
I said it
C                 D
I said it cause I can
 
 
- Chorus:
 
G                  D         C
Today I don't feel like doing anything
G            D        C
I just wanna lay in my bed
G                       D
Don't feel like picking up my phone
C
So leave a message at the tone
G                       B7       C
Cause today I swear I'm not doing anything
 
Nothing at all
G       D
Ooh hoo ooh hoo
C
Hoo ooh ooh
 
Nothing at all
G       D
Ooh hoo ooh hoo
C
Hoo ooh ooh
 
 
- Verse 2:
 
G                           D
Tomorrow I wake up, do some P90X
C
Meet a really nice girl, have some really nice sex
G                      D              C
And she's gonna scream out, ""this is great"" (Oh my God, this is great)
G                              D
I might mess around and get my college degree
C
I bet my old man will be so proud of me
G                      D           C
I'm sorry pops, you'll just have to wait
 
 
- Pre Chorus:
 
       Am
Oh Oh, yes I said it
Bm
I said it
C                 D
I said it cause I can
 
 
- Chorus:
 
G                  D         C
Today I don't feel like doing anything
G            D        C
I just wanna lay in my bed
G                       D
Don't feel like picking up my phone
C
So leave a message at the tone
G                       B7       C
Cause today I swear I'm not doing anything
 
 
- Bridge:
 
      Am                 D
No, I ain't gonna comb my hair
        Em
Cause I ain't going anywhere
Am          D          Em
No no no no no no no no nooo
          Am                  D
I'll just strut in my birthday suit
    Em
And let everything hang loose
Am                      D                        Em
Yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeahhh
 
 
- Chorus:
 
      G                  D         C
Ohh, today I don't feel like doing anything
G            D        C
I just wanna lay in my bed
G                       D
Don't feel like picking up my phone
C
So leave a message at the tone
G                       B7       C
Cause today I swear I'm not doing anything
 
Nothing at all
G       D
Ooh hoo ooh hoo
C
Hoo ooh ooh
 
Nothing at all
G       D
Ooh hoo ooh hoo
C
Hoo ooh ooh
           G
Nothing at all
 
__________
Hope you liked!
 
Tabbed by: Fabio BlenderBR
X",5 contributors total,"1,503,559 views, added to favorites 21,539 times",,,
https://tabs.ultimate-guitar.com/tab/david-bowie/life-on-mars-chords-1237810,advanced,E A D G B E,Fm,no capo,"['Cm7', 'Am', 'Ab7', 'C7', 'C/E', 'F', 'Cm/Eb', 'Gbaug', 'Gm', 'Eaug', 'Bbm', 'D7', 'Bb/F', 'Gbdim', 'Ddim', 'Bb', 'Eb', 'Ab', 'Ebm7', 'Gm7', 'Fm']","F         133211
Am        002210
Cm/Eb     x6554x
D7        xx0212
Gm        355333
Bb        113331
C7        x3231x
Ab        466544
Eaug      x7655x
Fm        133111
Ab7       464544
Db        x46664
Aaug      x03221
Bbm       x13321
Db7       x46464
Eb        665x4x
Gm7       353333
Gbaug     xx4332
Cm7       x35343
Ebm7      x68676
 
 
[Verse 1]
 
F       Am                          Cm/Eb
It's a god-awful small affair
           D7
To the girl with the mousy hair
Gm         Bb                                 C7
   But her mummy is yelling ""No""
                                               F
And her daddy has told her to go
F       Am                          Cm/Eb
But her friend is nowhere to be seen
           D7
Now she walks through her sunken dream.
Gm         Bb                                 C7
To the seat with the clearest view
 
And she's hooked to the silver screen
 
 
[Pre-Chorus]
 
Ab       Eaug                              Fm
But the film is a saddening bore
              Ab7
For she's lived it ten times or more
Db           Aaug                           Bbm
She could spit in the eyes of fools
             Db7
As they ask her to focus on
 
 
[Chorus]
 
Bb         Eb
Sailors fighting in the dance hall
Gm7       Gbaug                          F
Oh man! look at those cavemen go
Fm                      Cm7
It's the freakiest show
Ebm7                    Bb
Take a look at the lawman
Eb
Beating up the wrong guy
Gm         Gbaug
Oh man! Wonder if he'll ever know
F  Fm                                    Cm7
   He's in the best selling show
Ebm7               Gm7       Gbaug   Bb/F   C/E
Is there life on Mars?
 
 
[Bridge]
 
F   Gbdim Gm  Ddim Am Bb  Bbm
 
 
[Verse 2]
 
F       Am                          Cm/Eb
It's on Amerika's tortured brow
           D7
That Mickey Mouse has grown up a cow
Gm         Bb                                 C7
Now the workers have struck for fame
                                               F
'Cause Lennon's on sale again
F       Am                          Cm/Eb
See the mice in their million hordes
           D7
From Ibeza to the norfolk broads
Gm         Bb                                 C7
Rule Britannia is out of bounds
 
To my mother, my dog, and clowns
 
 
[Pre-Chorus]
 
Ab       Eaug                              Fm
But the film is a saddening bore
              Ab7
For I've writ it ten times or more
Db           Aaug                           Bbm
It's about to be writ again
             Db7
As I ask you to focus on
 
 
[Chorus]
 
Bb         Eb
Sailors fighting in the dance hall
Gm7       Gbaug                          F
Oh man! look at those cavemen go
Fm                      Cm7
It's the freakiest show
Ebm7                    Bb
Take a look at the lawman
Eb
Beating up the wrong guy
Gm         Gbaug
Oh man! Wonder if he'll ever know
F  Fm                                    Cm7
   He's in the best selling show
Ebm7               Gm7       Gbaug   Bb/F   C/E
Is there life on Mars?
X",7 contributors total,"1,501,105 views, added to favorites 24,331 times",,,
https://tabs.ultimate-guitar.com/tab/buffalo-springfield/for-what-its-worth-chords-139827,absolute beginner,E A D G B E,E,no capo,"['E', 'A', 'C', 'D', 'G']","[Riff]
   E            A
e|-----------------------------|
B|-----------------------------|
G|-----------------------------|   / = slide up
D|-------2-------------2-------|   \ = slide down
A|---2/4---4\2--0-2/4----4\2---|
E|-0---------------------------|
 
[Intro]
E   A   E   A
 
[Verse 1]
E                           A
There's somethin' happenin' here.
        E                A
What it is ain't exactly clear.
          E                   A
There's a man with a gun over there
          E                    A
A-tellin' me I've got to beware.
 
[Chorus]
                     E
I think it's time we stop.
          D
Children, what's that sound?
A                     C
Everybody look what's goin' down.
 
E   A   E   A
 
[Verse 2]
E                          A
There's battle lines bein' drawn.
         E                    A
Nobody's right if everybody's wrong.
E                           A
Young people speakin' their minds
          E                  A
A-gettin' so much resistance from behind.
 
[Chorus]
             E
It's time we stop.
     D
Hey, what's that sound?
A                     C
Everybody look what's goin' down.
 
E   A   E   A
 
[Verse 3]
E                        A       G
What a field day for the heat.
  E                      A       G
A thousand people in the street
        E                    A  G
Singin' songs and a-carryin' signs
        E                    A    G
Mostly sayin' hooray for our side.
 
[Chorus]
             E
It's time we stop.
     D
Hey, what's that sound?
A                     C
Everybody look what's goin' down.
 
E   A   E   A
 
[Verse 4]
E                A
Paranoia strikes deep.
 E                      A
Into your life it will creep.
E                             A
It starts when you're always afraid.
            E                      A
Step out of line, the men come and take you away.
 
[Chorus/Outro]
           E
You better stop.
     D
Hey, what's that sound?
A                     C
Everybody look what's goin'...
           E
You better stop.
     D
Hey, what's that sound?
A                     C
Everybody look what's goin'...
           E
You better stop.
     D
Now, what's that sound?
A                     C
Everybody look what's goin'...
           E
You better stop.
          D
Children, what's that sound? (fade out)
A                     C
Everybody look what's goin'...
X",9 contributors total,"1,500,861 views, added to favorites 43,553 times",,,
https://tabs.ultimate-guitar.com/tab/pnk/dear-mr-president-chords-888146,intermediate,E A D G B E,,3rd fret,"['Em', 'Am7', 'Am/B', 'A', 'Am', 'C', 'D', 'G']","[Intro]
 
G  D  Em  D
 
 
[Verse 1]
 
G                    D                          Em     D
   Dear Mr President, come take a walk with me
               G                          D
Let's pretend,  we're just two people and,  you're not better than me,
           Em                                 D
I'd like to, ask you some questions if we can, speak honestly.
 
 
[Pre-Chorus]
 
C              Am7                   G                    D
  What do you feel when you see the homeless on the street?
C              Am7                 G               D
  Who do you pray for at night before you go to sleep?
C              Am7                       Em        D
  What do you feel when you look in the mirror?
           C     C
Are you proud?
 
 
[Chorus]
 
             G               D         Am     (Am/B)     C
How do you sleep while the rest of us cry?
             G             D             Am              C
How do you dream when a mother has no chance to say goodbye?
             G             D         Am        (Am/B)    C
How do you walk with your head held high?
               Em     D       C
Can you even look me in the eye?
                G
And tell me why
 
 
[Instrumental]
 
(G)  D  Em  D
 
 
[Verse 2]
 
G                  D
  Dear Mr President, were you a lonely boy
Em                      D
  Were you a lonely boy?
                G                        D
How can you say, no child is left behind
                                    Em
We're not dumb, and we're not blind
                                  D
They're all sitting in your cells
 
while you pave the road to hell
 
 
[Pre-Chorus 2]
 
C               Am7                        G                 D
What kind of father might take his own daughter's rights away?
C                 Am7                          G                   D
And what kind of father might hate his own daughter if she were gay?
C            Am7                    G          D
I can only imagine what the first lady has to say
               Em                          A
You've come a long way, from whiskey and cocaine
 
 
[Chorus]
 
             G               D         Am     (Am/B)     C
How do you sleep while the rest of us cry?
             G             D             Am              C
How do you dream when a mother has no chance to say goodbye?
             G             D         Am        (Am/B)    C
How do you walk with your head held high?
               Em     D         C
Can you even look me in the eye?
 
 
[Bridge]
                       Em       G
Let me tell you 'bout hard work
          Am                     C
Minimum wage with a baby on the way
                       Em         G
Let me tell you 'bout hard work
                  Am                              C
Re-building your house after the bombs took them away
                       Em        G
Let me tell you 'bout hard work
           Am                       C
Building a bed out of a cardboard box
                        Em         G          Am     Am/B   C
Let me tell you 'bout hard work, hard work, hard work
                             Em         G
You don't know nothing 'bout hard work, hard work
     C      C
Hard work!
 
 
[Outro]
 
G       D        Am     C
How do you sleep at night?
Em       G       Am        C         G
How do you walk, with your head held high
 
G                   D                                 Em     D
  Dear Mr President  you'd never take a walk with me
 
ummm, would you.
X",4 contributors total,"1,496,363 views, added to favorites 23,676 times",,,
https://tabs.ultimate-guitar.com/tab/hugh-grant/way-back-into-love-chords-476873,absolute beginner,E A D G B E,G,3rd fret,"['C', 'Am', 'Em', 'D', 'G']","[Verse 1]
 
G                         Em
  I've been living with a shadow overhead
G                           Em
  I've been sleeping with a cloud above my bed
Am                       D
  I've been lonely for so long
Am                            D
Trapped in the past, I just can't seem to move on
 
 
[Verse 2]
 
G                         Em
  I've been hiding all my hopes and dreams away
G                     Em
  Just in case I ever need em again someday
Am                   D
  I've been setting aside time
   Am                           D
To clear a little space in the corners of my mind
 
 
[Chorus]
 
G               Em            C              G
  All I want to do is find a way back into love
G                 Em                 C              G
  I can't make it through without a way back into love
      D
Oh oh oh
 
 
[Verse 3]
 
G                            Em
  I've been watching but the stars refuse to shine
G                           Em
  I've been searching but I just don't see the signs
Am                 D
  I know that it's out there 
        Am                        D
There's got to be something for my soul somewhere
 
 
[Verse 4]
 
G                           Em
  I've been looking for someone to shed some light
G                      Em
  Not somebody just to get me through the night 
Am                    D
  I could use some direction
Am                    D
  And I'm open to your suggestions
 
 
[Chorus]
 
G               Em            C              G
  All I want to do is find a way back into love
G                 Em                 C              G
  I can't make it through without a way back into love
         Am
And if I open my heart again
            C                      D
I guess I'm hoping you'll be there for me in the end
 
 
[Instrumental]
 
G   Em   G   Em
Am  D    Am  D
 
 
[Verse 5]
 
G                          Em
  There are moments when I don't know if it's real
G               Em
  Or if anybody feels the way I feel
Am            D
  I need inspiration
Am                    D
  Not just another negotiation
 
 
[Chorus]
 
G               Em            C              G
  All I want to do is find a way back into love
G                 Em                 C              G
  I can't make it through without a way back into love
          Am
And if I open my heart to you
           Em
I'm hoping you'll show me what to do
           Am
And if you help me to start again
    D                                          G
You know that I'll be there for you in the end
 
 
[Outro]
 
G   Em   G   Em
Am  D    Am  D
 
G   Em   G   Em
Am  D    Am  D     G
X",7 contributors total,"1,496,866 views, added to favorites 17,131 times",,,
https://tabs.ultimate-guitar.com/tab/the-beatles/strawberry-fields-forever-chords-728419,intermediate,E A D G B E,Bb,1st fret,"['Em7', 'E7', 'E', 'Emaj7', 'Dmaj7', 'F#m', 'A', 'D', 'F#7']","Strawberry Fields Forever By The Beatles
 
Capo 1st fret
 
 
Chords used:
E*     x79997
Emaj7  x79897
E7     x79797
F#m*   x9(11)(11)(10)9
D*     x57775
A*     577655
A      x02220
Em7    022030
F#7    242322
D      xx0232
F#m    244222
E      022100
 
 
[Intro]
 
| E*  Emaj7 | E7      | F#m* E*  | D* A* |
                                  (2/4)
 
[Chorus 1]
 
A
  Let me take you down,
                  Em7
'cause I'm going to
 
Strawberry fields
F#7
  Nothing is real
    D              F#7
And nothing to get hung about
Dmaj7                A
Strawberry fields forever
 
 
[Verse 1]
 
E*        Emaj7     E7
Living is easy with eyes closed
F#m      E               D
Misunderstanding all you see
D             E               A
 It's getting hard to be someone,
                  F#m
but it all works out
D           E              D   A
 It doesn't matter much to me
 
 
[Chorus 2]
 
A
  Let me take you down,
                  Em7
'cause I'm going to
 
Strawberry fields
F#7
  Nothing is real
    D              F#7
And nothing to get hung about
Dmaj7                A
Strawberry fields forever
 
 
[Verse 2]
 
E*        Emaj7        E7
No one, I think, is in my tree
F#m         E               D
 I mean, it must be high or low
D             E                     A
 That is, you can't, you know, tune in
           F#m
But it's alright
D           E                  D   A
 That is, I think it's not too bad
 
 
[Chorus 3]
 
A
  Let me take you down,
                  Em7
'cause I'm going to
 
Strawberry fields
F#7
  Nothing is real
    D              F#7
And nothing to get hung about
Dmaj7                A
Strawberry fields forever
 
 
[Verse 3]
 
E*      Emaj7   E7
Always, no, sometimes, think it's me
F#m               E                D
 But, you know, I know when it's a dream
D             E               A
 I think, er, no, I mean, er, yes
             F#m
But it's all wrong
D           E            D   A
 That is, I think I disagree
 
 
[Chorus 4]
 
A
  Let me take you down,
                  Em7
'cause I'm going to
 
Strawberry fields
F#7
  Nothing is real
    D              F#7
And nothing to get hung about
Dmaj7                A     F#m
Strawberry fields forever
Dmaj7               A
Strawberry fields forever
Dmaj7      E         D
Strawberry fields forever
 
 
[Outro] (fade out)
 
| A    | A    | A    | A    |
| A    | A    | A    | A    |
X",6 contributors total,"1,497,544 views, added to favorites 41,884 times",,,
https://tabs.ultimate-guitar.com/tab/745630,beginner,Eb Ab Db Gb Bb Eb,,no capo,"['Am7', 'C', 'Am', 'Em', 'D', 'G']","[Verse 1]
 
               Em   C    G
If I were a boy
     D             Em    C    G
Even just for a day
D               Em         C
I'd roll out of bed in the morning
    G               D           Em   C    G
And throw on what I wanted and go
      D               Em   C    G
Drink beer with the guys
    D                Em   C    G   D
And chase after girls
         Em            C
I'd kick it with who I wanted
        G             D
And I'd never get confronted for it
Em              C              G
  'Cause they'd stick up for me
 
 
[Chorus]
 
   D          Em   C    G
If I were a boy
          D             Em   C    G   D
I think I could understand
       Em              C
How it feels to love a girl
  G              D          Em   C    G
I swear I'd be a better man
    D           Em   C    G
I'd listen to her
        D              Em   C    G   D
Cause I know how it hurts
         Em               C
When you lose the one you wanted
           G             D
Cause he's taken you for granted
    C
And everything you had got destroyed
 
 
[Verse 2]
 
               Em   C    G
If I were a boy
        D              Em    C    G    D
I would turn off my phone
     Em            C
Tell everyone it's broken
        G                D           Em   C    G
So they think that I was sleeping alone
    D             Em    C    G
I'd put myself first
             D          Em   C    G    D
And make the rules as I go
        Em              C
Cause I know that she'd be faithful
G            D          Em   C    G
Waiting for me to come home
 
 
[Chorus]
 
   D          Em   C    G
If I were a boy
          D            Em   C    G   D
I think I could understand
       Em              C
How it feels to love a girl
  G              D          Em   C    G
I swear I'd be a better man
    D           Em   C    G
I'd listen to her
        D              Em   C    G   D
Cause I know how it hurts
         Em               C
When you lose the one you wanted
           G             D
Cause he's taken you for granted
    C                           Am7
And everything you had got destroyed
 
 
[Bridge]
 
 Am7       C            G        D         Am
    It's a little too late for you to come back
         C         Em
Say it's just a mistake
           D             Am
Think I forgive you like that
          C              Em         D
If you thought I would wait for you
            C
You thought wrong
 
 
[Verse 3]
 
                  Em   C    G
But you're just a boy
          D       Em          C          G     D
You don't understand (yea you don't understand)
         Em              C
How it feels to love a girl, someday you'll
G              D                 Em   C   G
Wish you were a.. better man
            D        Em   C   G
You don't listen to her
          D             Em   C   G
You don't care how it hurts
D           Em             C
  Until you lose the one you wanted
                G                 D
Cause you've taken her for granted
    C
And everything you had got destroyed
                     Em  C   G   D
But you're just a boy
X",2 contributors total,"1,495,995 views, added to favorites 38,939 times",,,
https://tabs.ultimate-guitar.com/tab/pamungkas/to-the-bone-chords-2834713,beginner,D G C F A D,F,no capo,"['F', 'Dm', 'G']","[Intro]
F  G  x4
 
 
[Verse 1]
                  F
Have I ever told you
                   G
I want you to the bone
                    F
Have I ever called you
                    G
When you are all alone
           F
And if I ever forget
                   G
To tell you how I feel
                F
Listen to me now, babe
                    G
I want you to the bone
 
 
[Pre-Chorus]
                    F               G
I want you to the bone, oh oh oh oh oh
                    F               G
I want you to the bone, oh oh oh oh oh
 
 
[Verse 2]
                  F
Maybe if you can see
                        G
What I feel through my bone
                F
Every corner in me
                            G
There's your presence that grown
                     F
Maybe I nurture it more
                   G
By saying how it feel
                   F
But I did mean it before
                   G
I want you to the bone, I want you to
 
 
[Chorus]
  C      G
Take me home, I'm fallin'
 Am       Em
Love me long, I'm rollin'
   F              Em
Losing control, body and soul
  Dm                G
Mind too for sure, I'm already yours
  C        G
Walk you down, I'm all in
 Am         Em
Hold you tight, you call and
 F                  Em
I'll take control, body and soul
  Dm                G
Mind too for sure, I'm already yours
 
 
[Post-chorus]
 Dm                   F
Would that be alright?
 Dm                        G
Hey, would that be alright?
                    F     G
I want you to the bone, ooh..
                 F       G
So bad I can't breathe, ooh..
                   F
I want you to the bone
 
 
[Instrumental]
F  G  x2
 
 
[Bridge]
    F
Of all the ones that begged to stay
       G
I'm still longing for you
    F
Of all the ones that cried their way
      G
I'm still waiting on you
  F
Maybe we seek for something that
      G
We couldn't ever have
  F
Maybe we choose the only love
     G
We know we won't accept
      F
Or maybe we're taking all the risks
      G
For something that is real
    F
'Cause maybe the greatest love of all
    G
Is who the eyes can't see, yeah
 
 
[Instrumental]
F  G  x4
 
 
[Chorus]
  C      G
Take me home, I'm fallin'
 Am       Em
Love me long, I'm rollin'
   F              Em
Losing control, body and soul
  Dm                G
Mind too for sure, I'm already yours
  C        G
Walk you down, I'm all in
 Am         Em
Hold you tight, you call and
 F                  Em
I'll take control, body and soul
  Dm                G             C G Am
Mind too for sure, I'm already yours
Em F
Oh oh
 
Em Dm
 
 G
Oh yeah
 
 
[Coda]
                 C          G
(Would you just take me home?)
                 Am         Em
(Would you just love me long?)
                   F       Em
(Or should I keep hoping on?)
                Dm      G
(Should I keep hoping on?)
               C            G
(Could I just take you home?)
               Am          Em
(Could I just love you long?)
                   F       Em
(Or should I keep hoping on?)
                Dm      G
(Should I keep hoping on?)
                        F           G
See, I want you to the bone, ohh, yeah...
                   F      G
I want you to the bone, ohh...
                   F        G
I want you to the bone, yeah
 
 
[Instrumental]
F  G
 
 
[Outro]
                   F             G
I want you to the bone, bone, bone, bone
                   F   G
I want you to the bone
X",3 contributors total,"1,496,983 views, added to favorites 6,956 times",,,
https://tabs.ultimate-guitar.com/tab/zz-top/la-grange-bass-39,,,,no capo,[],,1 contributor total,"1,494,848 views, added to favorites 2,359 times",,,
https://tabs.ultimate-guitar.com/tab/simple-plan/perfect-chords-512954,intermediate,E A D G B E,,1st fret,"['Bm', 'A', 'Em', 'D', 'A/B', 'G']","Simple Plan
""Perfect-acoustic""
 
 
[Verse 1]
 
D
Hey dad look at me
G
Think back and talk to me
D                          G
Did I grow up according to plan?
D                                      G
And do you think I'm wasting my time doing things I wanna do?
D                                     G
But it hurts when you disapprove all along
Em
And now I try hard to make it
G                       D
I just want to make you proud
D                                  Em
I'm never gonna be good enough for you
                            G
I can't pretend that I'm alright
A
And you can't change me
 
 
[Chorus]
 
        D
'Cuz we lost it all
        A
Nothing lasts forever
     Bm
I'm sorry
  A/B      G
I can't be perfect
         D
Now it's just too late
       A
And we can't go back
     Bm
I'm sorry
  A/B      G
I can't be perfect
 
 
[Verse 2]
 
D
I try not to think
G
About the pain I feel inside
D                               G
Did you know you used to be my hero?
D                              G
All the days you spent with me now seem so far away
D                                  G
And it feels like you don't care anymore
Em
And now I try hard to make it
G                        D
I just want to make you proud
D                                  Em
I'm never gonna be good enough for you
                        G
I can't stand another fight
A
And nothing's alright
 
 
[Chorus]
 
        D
'Cuz we lost it all
        A
Nothing lasts forever
     Bm
I'm sorry
  A/B      G
I can't be perfect
         D
Now it's just too late
       A
And we can't go back
     Bm
I'm sorry
  A/B      G
I can't be perfect
 
 
[Bridge]
 
G                            A               D
Nothing's gonna change the things that you said
G                        A       D
Nothing's gonna make this right again
Bm
Please don't turn your back
   A
I can't believe it's hard
G
Just to talk to you
 
But you don't understand
 
 
[Chorus]
 
        D
'Cuz we lost it all
        A
Nothing lasts forever
     Bm
I'm sorry
           G
I can't be perfect
         D
Now it's just too late
       A
And we can't go back
     Bm
I'm sorry
           G
I can't be perfect
 
        D
'Cuz we lost it all
        A
Nothing lasts forever
     Bm
I'm sorry
           G
I can't be perfect
         D
Now it's just too late
       A
And we can't go back
     Bm
I'm sorry
           G
I can't be perfect
X",4 contributors total,"1,495,268 views, added to favorites 11,502 times",,,
