link,difficulty: ,tuning: ,capo: ,chord_list,full_text,contributors,popularity,key: ,file format: ,filesize: ,instuments: 
https://tabs.ultimate-guitar.com/tab/jay-r-siaboc/hiling-chords-600761,beginner,,no capo,"['G', 'Em', 'D', 'Cm', 'C']","TITLE:       hiling
ARTIST:      jay-r siaboc
ALBUM:       hiling
TABBED BY:   silentrocker21
E-MAIL:      lorenz10_15@yahoo.com
 
dedicated to my dear bunny, especially the chorus part... lavyah alwaize... hope you
like this... add me in friendster/myspace: lorenz10_15@yahoo.com... thankz...\m/
 
GUITAR TUNING : STANDARD
 
chord pattern:
     G    D    Em    C    Cm
e|---3----2----3-----3----3---|
B|---3----3----3-----3----4---|
G|---0----2----0-----0----5---|
D|---0----0----2-----2----5---|
A|---2---------2-----3----3---|
E|---3---------0--------------|
 
 
[Intro]
 
G - D - Em - C
G - D - Em - C
 
 
[Verse 1]
 
G              D        Em                   C
nag-iisang pag-ibig ang nais makamit yun ay ikaw
G            D        Em                   C
nag-iisang pangako na di magbabago para sa'yo
 
 
[Refrain 1]
 
D      Em              C
san ka man ay sana'y maalala mo
D     Em           C         Cm
kailanma'y asahang di magkalayo
 
 
[Chorus]
 
G       Em              C       D
tanging ikaw lamang ang aking iibigin
G      Em               C           D
walang ibang hiling kundi ang yakap mo't halik
 
 
[Instrumental]
 
G - D - Em - C
G - D - Em - C
 
 
[Verse 2]
 
G           D          Em                    C
hindi malilimutan, mga araw nating kay sarap balikan...
G             D        Em                      C
at lagi mong isipin, wala ng ibang mahal kundi ikaw
 
 
[Refrain 2]
 
D         Em            C
malayo ka man ay sana'y maalala mo
D       Em          C           Cm
kailan man pangako, di magkakalayo
 
 
[Chorus]
 
G       Em              C       D
tanging ikaw lamang ang aking iibigin
G      Em               C           D
walang ibang hiling kundi ang yakap mo't halik
 
 
[Adlib]
 
G - D - Em - C
 
 
[Refrain 3]
 
D      Em              C
san ka man ay sana'y maalala mo
D     Em           C         Cm
kailanma'y asahang di magkalayo
 
 
[Chorus]
 
G       Em              C       D
tanging ikaw lamang ang aking iibigin
G      Em               C           D
walang ibang hiling kundi ang yakap mo't halik
 
G       Em              C       D
tanging ikaw lamang ang aking iibigin
G      Em               C           D
walang ibang hiling kundi ang yakap mo't halik
 
 
[Outro]
 
G       Em              C       D
tanging ikaw lamang ang aking iibigin...
X",1 contributor total,"900,675 views, added to favorites 5,845 times",,,,
https://tabs.ultimate-guitar.com/tab/creedence-clearwater-revival/fortunate-son-chords-1045064,beginner,E A D G B E,no capo,"['G', 'D', 'A', 'B', 'F', 'C7', 'C', 'A7', 'E']","Fortunate Son chords
Creedence Clearwater Revival 1969 (Willy and the Poor Boys)
 
https://en.wikipedia.org/wiki/Fortunate_Son
 
e|---3---1---------------|
B|-----------5---3-------|
G|-4---2------------3p0--|
D|---------5---5---------|
A|-----------------------|
E|-----------------------| x2
 
or
 
G F C G x2 *
 
G                   F
Some folks are born made to wave the flag,
C7                        G
 Ooh, that red, white and blue
G                        F
And when the band plays ""hail to the chief"",
C7                             G
 Ooh, they point the cannon at you, lord!
 
G            D            C                    G
It ain't me, it ain't me, I ain't no senator's son, son
G            D            C                    G
It ain't me, it ain't me, I ain't no fortunate one, no
 
G                   F
Some folks are born silver spoon in hand,
C7                         G
 Lord, don't they help themselves, oh
G                   F
But when the taxman comes to the door,
C7                                      G
 Lord, the house lookin' like a rummage sale, yeah
 
G            D            C                        G
It ain't me, it ain't me, I ain't no millionaire's son, no
G            D            C                    G
It ain't me, it ain't me, I ain't no fortunate one, no
 
G F C G x2
 
G                  F
Some folks inherit star spangled eyes,
C7                              G
 Ooh, and they send you down to war, lord
G                       F
And when you ask them, ""how much should we give?""
C7                       G     G     G     G
 Ooh, the only answer is more! more! more! yeah!
 
G            D            C                   G
It ain't me, it ain't me, I ain't no military son, son
G            D            C                    G
It ain't me, it ain't me, I ain't no fortunate one, one
G            D            C                    G
It ain't me, it ain't me, I ain't no fortunate one, no
G            D            C                    G
It ain't me, it ain't me, I ain't no fortunate son, son
 
* Alternate:
 
Capo III
 
G  = E
F  = D
C7 = A7
D  = B
C  = A
 
Set8
X",2 contributors total,"898,830 views, added to favorites 43,581 times",G,,,
https://tabs.ultimate-guitar.com/tab/lady-gaga/telephone-chords-900508,,,,[],,,"897,731 views, added to favorites 9,401 times",,,,
https://tabs.ultimate-guitar.com/tab/radiohead/no-surprises-tabs-54794,,,3rd fret,[],,2 contributors total,"899,016 views, added to favorites 18,773 times",F,,,
https://tabs.ultimate-guitar.com/tab/childish-gambino/redbone-tabs-1904590,intermediate,E A D G B E,no capo,[],,2 contributors total,"897,872 views, added to favorites 21,161 times",Ebm,,,
https://tabs.ultimate-guitar.com/tab/red-hot-chili-peppers/californication-bass-202764,,E A D G,no capo,[],,3 contributors total,"897,267 views, added to favorites 5,434 times",,,,
https://tabs.ultimate-guitar.com/tab/secondhand-serenade/awake-chords-406659,beginner,E A D G B E,no capo,"['F', 'C', 'G', 'Am']","[Intro]
C   Am   x2
 
 
[Verse 1]
   C                                  Am
With every appearance by you, blinding my eyes, 
                            C
I can hardly remember the last time I felt like I do. 
                 Am
You're an angel disguised.
 
 
[Pre-chorus 1]
          F
And you're lying real still, 
           G                           Am
but your heart beat is fast just like mine. 
         F
And the movie's long over, 
         G                                 Am
that's three that have passed, one more's fine.
 
 
[Chorus]
           C    F        G
Will you stay awake for me? 
   Am          G       F
I don't wanna miss anything 
                      G
I don't wanna miss anything 
         C        F       G
I will share the air I breathe,
      Am           G           F
I'll give you my heart on a string,
                            G
I just don't wanna miss anything.
 
 
[Verse 2]
   C                                  Am
I'm trying real hard not to shake. I'm biting my tongue,
                            C
but I'm feeling alive and with every breathe that I take,
                 Am
I feel like I've won. You're my key to survival.
 
 
[Pre-chorus 2]
          F
And if it's a hero you want,
 G                           Am
I can save you. Just stay here.
     F
Your whispers are priceless.
     G                           Am
Your presence is dear. So please stay near.
 
 
[Chorus]
           C    F        G
Will you stay awake for me? 
   Am          G       F
I don't wanna miss anything 
                      G
I don't wanna miss anything 
         C        F       G
I will share the air I breathe,
      Am           G           F
I'll give you my heart on a string,
                            G
I just don't wanna miss anything.
 
 
[Bridge]
Am   F   C           G
Say my name. I just want to hear you. 
Am   F   C            G
Say my name. So I know it's true. 
         Am                  F
You're changing me. You're changing me. 
      C               G
You showed me how to live. 
         F
So just say. 
         G
So just say
 
 
[Chorus]
           C    F        G
Will you stay awake for me? 
   Am          G       F
I don't wanna miss anything 
                      G
I don't wanna miss anything 
         C        F       G
I will share the air I breathe,
      Am           G           F
I'll give you my heart on a string,
                            G
I just don't wanna miss anything.
X",2 contributors total,"896,950 views, added to favorites 6,047 times",,,,
https://tabs.ultimate-guitar.com/tab/the-monkees/im-a-believer-chords-25298,beginner,E A D G B E,no capo,"['F', 'C', 'G', 'D']","[Verse 1]
G                  D            G
I thought love was only true in fairy tales
G                 D                G
Meant for someone else but not for me.
C               G
Love was out to get me
C                 G
That's the way it seemed.
C              G              D      N.C.
Disappointment haunted all my dreams.
 
 
[Chorus]
               G   C  G
Then I saw her face,
    C       G     C  G
now I'm a believer
C     G     C   G
Not a trace
   C           G    C  G
of doubt in my mind.
C      G    N.C.     C
I'm in love, (ooooh, ah yeah)
        G                  F              D
I'm a believer! I couldn't leave her if I tried.
 
 
[Verse 2]
G                  D              G
I thought love was more or less a given thing,
G                D               G
Seems the more I gave the less I got.
C                 G
What's the use in tryin'?
C              G
All you get is pain.
C             G              D     N.C.
When I needed sunshine I got rain.
 
 
[Chorus]
               G   C  G
Then I saw her face,
    C       G     C  G
now I'm a believer.
C     G     C   G
Not a trace
   C           G    C  G
of doubt in my mind.
C      G    N.C.     C
I'm in love, (ooooh, ah yeah)
        G                  F              D
I'm a believer! I couldn't leave her if I tried.
 
 
[Instrumental]
| G   | D   | G   | G   |
| G   | D   | G   | G   |
 
 
[Verse 3]
C               G
Love was out to get me.
C                 G
That's the way it seemed.
C              G              D      N.C.
Disappointment haunted all my dreams.
 
 
[Chorus]
               G   C  G
Then I saw her face,
    C       G     C  G
now I'm a believer.
C     G     C   G
Not a trace
   C           G    C  G
of doubt in my mind.
C      G    N.C.     C
I'm in love, (ooooh, ah yeah)
        G                  F              D
I'm a believer! I couldn't leave her if I tried.
 
 
[Outro]
               G   C  G
Yes, I saw her face,
    C       G     C  G
now I'm a believer
C     G     C   G
Not a trace
   C           G    C  G
of doubt in my mind.
     C       G     C  G
Said I'm a believer
C        G    C  G
I'm a believer
     C       G       C       G
Said I'm a believer (I'm a believer)
     C       G       C       G
Said I'm a believer (I'm a believer)
 
(fade out)
X",11 contributors total,"897,817 views, added to favorites 39,113 times",G,,,
https://tabs.ultimate-guitar.com/tab/darlene-zschech/in-jesus-name-chords-1249021,intermediate,,no capo,"['G', 'D', 'A', 'Em7', 'D/F#', 'C', 'Bm']","[Intro]
 
C D C D C D
 
 
[Verse 1]
                G                 Em7
God is fighting for us, God is on our side
        Bm                   D
He has overcome, Yes he has overcome
                 G                  Em7
We will not be shaken, we will not be moved
               D
Jesus You are here
 
 
[Interlude]
 
G Em7 Bm D G Em7 D
 
[Verse 1]
                G                 Em7
God is fighting for us, God is on our side
        Bm                   D
He has overcome, Yes he has overcome
                 G                  Em7
We will not be shaken, we will not be moved
               D
Jesus You are here
 
 
[Verse 2]
 
              G                    Em7
Carrying our burdens, covering our shame
          Bm                D
He has overcome, Yes he has overcome
                G                      Em7
We will not be shaken, we will not be moved
               D
Jesus You are here
 
 
[Chorus]
 
        A                G
I will live, I will not die
      D                   Bm              C
The resurrection power of Christ alive in me
         G              D
And I am free in Jesus Name
 
[Interlude]
 
G Em7 Bm D G Em7 D
 
 
[Verse 2]
 
              G                    Em7
Carrying our burdens, covering our shame
          Bm                D
He has overcome, Yes he has overcome
                G                      Em7
We will not be shaken, we will not be moved
               D
Jesus You are here
 
 
[Chorus]
 
        A                G
I will live, I will not die
      D                   Bm              C
The resurrection power of Christ alive in me
         G              D
And I am free in Jesus Name
       A                G
I will live, I will not die
        D                    Bm           C
I will declare and lift You high, Christ revealed
         G               D     C    D
And I am healed in Jesus Name
 
[Interlude]
 
G Em7 Bm D G Em7 D
 
[Instrumental]
 
G A Bm D/F# D
G A Bm D/F#
G A Bm D/F#
G A Bm D/F#
 
 
[Bridge]
 
                 G                        A
God is fighting for us, pushing back the darkness
                 Bm                    D/F#
Lighting up the Kingdom that cannot be shaken
                 G               A
In the Name of Jesus, enemy's defeated
             Bm                      D
And we will shout it out, shout it out 
 
 
God is fighting for us, pushing back the darkness
                 Bm                    D/F#
Lighting up the Kingdom that cannot be shaken
                 G               A
In the Name of Jesus, enemy's defeated
             Bm                      D
And we will shout it out, shout it out
 
 
[Chorus]
 
       A                 G
I will live, I will not die
          D                Bm              C
The resurrection power of Christ alive in me 
          G               D(no3)
And I am free in Jesus Name
        A               G
I will live, I will not die
         D                  Bm                 C
I will declare and lift You high, Christ revealed
               G                 D  C  D
And I am healed in Jesus Name, in Jesus Name
    C      D     C        D
In Jesus Name, in Jesus Name
X",4 contributors total,"895,970 views, added to favorites 7,167 times",,,,
https://tabs.ultimate-guitar.com/tab/chris-tomlin/amazing-grace-my-chains-are-gone-chords-502982,intermediate,E A D G B E,5th fret,"['G', 'Em', 'A', 'D', 'D/F#']","[Verse 1]
 
 D      D/F#       G         D
Amazing grace how sweet the sound
     D                  A
That saved a wretch like me
  D        D/F#      G       D
I once was lost, but now I'm found
    D         A    D
Was blind but now I see
 
 
[Verse 2]
 
    D            D/F#      G        D
’Twas grace that taught my heart to fear,
     D              A
And grace my fears relieved;
  D          D/F#     G        D
How precious did that grace appear,
    D      A       D
The hour I first believed!
 
 
[Chorus]
 
              G                   D/F#
My chains are gone, I've been set free.
        G                      D/F#
My God, My Savior has ransomed me.
           G              D/F#
And like a flood his mercy reigns.
         Em   A        D/F#
Unending love, amazing grace
 
 
[Verse 3]
 
    D        D/F#      G      D
The Lord has promised good to me,
     D              A
His word my hope secures;
  D        D/F#       G        D
He will my shield and portion be,
   D       A       D
As long as life endures.
 
 
[Chorus]
 
              G                   D/F#
My chains are gone, I've been set free.
        G                      D/F#
My God, My Savior has ransomed me.
           G              D/F#
And like a flood his mercy reigns.
         Em   A        D/F#
Unending love, amazing grace
 
              G                   D/F#
My chains are gone, I've been set free.
        G                      D/F#
My God, My Savior has ransomed me.
           G              D/F#
And like a flood his mercy reigns.
         Em   A        D/F#
Unending love, amazing grace
 
 
[Verse 4]
 
     D          D/F#    G           D
The earth shall soon dissolve like snow,
    D               A
The sun forbear to shine;
  D          D/F#      G       D
But God, who called me here below,
     D     A     D
Will be forever mine.
       D    A     D
(Will be forever mine)
     D      A    D
(You are forever mine)
X",5 contributors total,"895,930 views, added to favorites 19,196 times",,,,
https://tabs.ultimate-guitar.com/tab/nickelback/rockstar-chords-272181,intermediate,D A D G B E,no capo,"['G', 'Bb', 'Eb', 'F', 'C']","[Verse 1]
                   G
I'm through with standing in line, to clubs I'll never get in
               C
It's like the bottom of the ninth and I'm never gonna win
      F                                              G
This life hasn't turned out quite the way I want to be.
 
            G
I want a brand new house on an episode of Cribs
        C
And a bathroom I can play baseball in
        F                                    G
And a king size tub big enough for ten plus me
 
               G
I need a, a credit card that's got no limit
        C
And a big black jet with a bedroom in it
       F                                                G
Gonna join the mile high club at thirty-seven thousand feet
 
          G
I want a new tour bus full of old guitars
         C
My own star on Hollywood Boulevard
      F                                            G
Somewhere between Cher and James Dean is fine for me
 
[Pre-Chorus]
           Bb
I'm gonna trade this life for fortune and fame
          C
I'd even cut my hair and change my name
 
[Chorus]
          G
Cause we all just wanna be big rockstars
            Bb
And live in hilltop houses driving 15 cars
     C
The girls come easy and the drugs come cheap
      Eb                        F
We'll all stay skinny cause we just won't eat and we'll
G                                     Bb
Hang out in the coolest bars, in the VIP with the movie stars
       C
Every good gold digger's gonna wind up there
         Eb                    F
Every playboy bunny with her bleached blonde hair and we'll
 
Bb   C                      G
Hey, hey I wanna be a rockstar
Bb   C                      G
Hey, hey I wanna be a rockstar
 
[Verse 2]
            G
I wanna be great like Elvis without the tassels
       C
Hire eight body guards that love to beat up assholes
         F                                          G
Sign a couple autographs so I can eat my meals for free
 
            G
I'm gonna dress my ass with the latest fashion
        C
Get a front door key to the Playboy mansion
        F                                               G
Gonna date a centerfold that loves to blow my money for me
 
[Pre-Chorus]
           Bb
I'm gonna trade this life for fortune and fame
          C
I'd even cut my hair and change my name
 
[Chorus]
         G
Cause we all just wanna be big rockstars
            Bb
And live in hilltop houses driving 15 cars
     C
The girls come easy and the drugs come cheap
      Eb                       F
We'll all stay skinny cause we just won't eat and we'll
G                                     Bb
Hang out in the coolest bars, in the VIP with the movie stars
             C
Every good gold digger's gonna wind up there
          Eb                    F
Every playboy bunny with her bleached blonde hair and we'll
 
         G
And we'll hide out in the private rooms
           Bb
With the latest dictionary of today's who's who
         C
They'll get you anything with that evil smile
      Eb                      F
Everybody's got a drug dealer on speed dial
 
Bb   C                      G
Hey, hey I wanna be a rockstar
Bb   C                      G
Hey, hey I wanna be a rockstar
 
[Bridge]
          Eb
I'm gonna sing those songs that offend the censors
      Bb
Gonna pop my pills from a Pez dispenser
    Eb
Get washed-up singers writing all my songs 
     C                               F
Lip sync 'em every night so I don't get 'em wrong
 
[Chorus]
         G
Cause we all just wanna be big rockstars
            Bb
And live in hilltop houses driving 15 cars
    C
The girls come easy and the drugs come cheap
      Eb                       F
We'll all stay skinny cause we just won't eat and we'll
G                                     Bb
Hang out in the coolest bars, in the VIP with the movie stars
        C
Every good gold digger's gonna wind up there
         Eb                     F
Every playboy bunny with her bleached blonde hair and we'll
 
         G
And we'll hide out in the private rooms
           Bb
With the latest dictionary of today's who's who
         C
They'll get you anything with that evil smile
      Eb                      F
Everybody's got a drug dealer on speed dial
 
Bb   C                      G
Hey, hey I wanna be a rockstar
Bb   C                      G
Hey, hey I wanna be a rockstar
X",5 contributors total,"896,656 views, added to favorites 11,592 times",,,,
https://tabs.ultimate-guitar.com/tab/don-moen/thank-you-lord-chords-466649,intermediate,E A D G B E,no capo,"['Dm7', 'Csus', 'Dm', 'Bb', 'C/E', 'F', 'F/A', 'C', 'Bb2']","[Intro]
 
F/A  Bb2  Csus  Dm7  F/A  Bb2 Csus  F
F/A  Bb2  Csus  Dm7  F/A  Bb2 Csus  F
 
 
[Verse 1]
 
F                       C
I come before You today,
Gm7                              Dm
and there's just one thing that I want to say
Bb         C     Bb         C
Thank You, Lord, thank You, Lord
F                          C
For all You've given to me,
Gm                         Dm
for all the blessings that I cannot see
Bb         C     Bb         C
Thank You, Lord, thank You, Lord
F                     C
With a grateful heart, with a song of praise
Dm                      Bb
With an outstretched arm I will bless Your Name and
 
 
[Chorus]
 
  F        C/E                 Bb         C
Thank You, Lord, I just want to thank You, Lord
  F        C/E                 Bb         C
Thank You, Lord, I just want to thank You, Lord
 
 
[Instrumental]
 
F/A  Bb2 Csus  Dm  F/A  Bb2 Csus  F
 
 
[Verse 2]
 
F                              C
For all You've done in my life,
Gm7                         Dm
You took my darkness and gave me Your light
Bb         C     Bb         C
Thank You, Lord, thank You, Lord
F                            C
You took my sin and my shame,
Gm7                         Dm
You took my sickness and heal all my pain
Bb         C     Bb         C
Thank You, Lord, thank You, Lord
F                     C
With a grateful heart, with a song of praise
Dm                      Bb
With an outstretched arm I will bless Your Name and
 
 
[Chorus 2]
 
  F        C/E                 Bb         C
Thank You, Lord, I just want to thank You, Lord
F          C/E                 Bb         C
Thank You, Lord, I just want to thank You, Lord
F          C/E                 Bb         C
Thank You, Lord, I just want to thank You, Lord
F          C/E                 Bb         C
Thank You, Lord, I just want to thank You, Lord
 
 
[Instrumental]
 
F  C  Dm  Bb F  C/E  Dm  Bb
 
 
[Bridge]
 
F                     C
With a grateful heart, with a song of praise
Dm                      Bb
With an outstretched arm I will bless Your Name
 
 
[Chorus 2]
 
  F        C/E                 Bb         C
Thank You, Lord, I just want to thank You, Lord
F          C/E                 Bb         C
Thank You, Lord, I just want to thank You, Lord
F          C/E                 Bb         C
Thank You, Lord, I just want to thank You, Lord
F          C/E                 Bb         C
Thank You, Lord, I just want to thank You, Lord
 
 
[Outro]
 
F/A  Bb2 Csus  Dm7  F/A  Bb2 Csus  F
F/A  Bb2 Csus  Dm7  F/A  Bb2 Csus  F
X",2 contributors total,"897,049 views, added to favorites 7,555 times",F,,,
https://tabs.ultimate-guitar.com/tab/laura-story/blessings-chords-1050061,intermediate,E A D G B E,4th fret,"['G', 'D', 'Em', 'F', 'D/F#', 'Am', 'G/B', 'C', 'Bm']","[Intro]
Am  G  D/F#  C  D  Bm
 
Am  G  D/F#  C
 
[Verse 1]
C     D      Em
We pray for blessings
C     D      Bm
We pray for peace
C     D      Em           F              C
Comfort for family, protection while we sleep
C     D      Em
We pray for healing
C      D     Bm
For prosperity
C       D       Em               Am           D/F#
We pray for Your mighty hand to ease our suffering
G        C         D                Em
All the while, You hear each spoken need
     Am              G/B            D
Yet love us way too much to give us lesser things
 
[Chorus]
              G
What if your blessings come through raindrops
              D/F#
What if Your healing comes through tears
             Em                 D                  C
What if the thousand sleepless nights are what it takes to know You're near
Am            G/B           C             D                    Am G D/F# C D Bm
     What if trials of this life are Your mercies in disguise
 
[Verse 2]
C     D      Em
We pray for wisdom
C      D       Bm
Your voice to hear
C     D      Em           F              C
We cry in anger when we cannot feel You near
C   D           Em
We doubt your goodness
C    D         Bm
We doubt your love
C       D     Em               Am           D/F#
As if every promise from Your Word is not enough
     G        C         D                   Em
And all the while, You hear each desperate plea
    Am                    G/B      D
And long that we'd have faith to believe
 
[Chorus]
              G
What if your blessings come through raindrops
              D/F#
What if Your healing comes through tears
             Em                 D                  C
What if the thousand sleepless nights are what it takes to know You're near
Am            G/B             C           D                   G  Gsus
     What if trials of this life are Your mercies in disguise
 
[Bridge]
Am              G/B
When friends betray us
C              D               Am
When darkness seems to win we know
         G/B                     C
The pain reminds this heart That this is not
D                      Am  G  D/F#  C  D  Bm
This is not our home
                         C  D  Em  F  C
It's not our home
 
[Chorus 2]
              G
What if your blessings come through raindrops
              D/F#
What if Your healing comes through tears
             Em                 D                  C
What if the thousand sleepless nights are what it takes to know You're near
              G
What if my greatest disappointments
        D/F#
Or the aching of this life
         Em             D                   C
Is the revealing of a greater thirst this world can't satisfy
Am      G/B            C                   D                   Em
What if trials of this life, the rain, the storms, the hardest nights
Am         D/F#              Am G D/F# C D Bm G
Are your mercies in disguise
X",5 contributors total,"895,880 views, added to favorites 12,331 times",,,,
https://tabs.ultimate-guitar.com/tab/james-arthur/naked-chords-2242177,intermediate,E A D G B E,1st fret,"['F', 'Dm', 'Am', 'Bb']","[Verse 1]
 F        Am
Hey, you there
        Dm
Can we take it to the next level
  Bb
Baby, do you dare?
  F         Am
Don't, be scared
           Dm
'Cause if you can say the words
         Bb
I don't know why I should care
 
 
[Pre-Chorus]
        F
'Cause here I am
            Am
I'm giving all I can
             Dm                Bb
But all you ever do is mess it up
       F
Yeah, I'm right here
               Am
I'm trying to make it clear
              Dm                       Bb
That getting half of you, just ain't enough
 
 
[Chorus]
                  F                 Am
I'm not going to wait until you're done
                Dm          Bb
Pretending you don't need anyone
                   F
I'm standing here naked
          Am
(Naked, naked)
                   Dm
I'm standing here naked
          Bb
(Naked, naked)
                  F             Am
I'm not going to try 'til you decide
                   Dm             Bb
You're ready to swallow all your pride
                    F
I'm standing here naked
          Am
(Naked, naked)
                    Dm
I'm standing here naked
          Bb
(Naked, naked)
 
 
[Verse 2]
 F        Am
Hey, get out
            Dm
I've got nothing left to give
         Bb
And you give me nothing now
 F        Am
Read, my mouth
        Dm
If you ever want me back
           Bb
Then your walls need breaking down
 
 
[Pre-Chorus]
        F
'Cause here I am
            Am
I'm giving all I can
             Dm                Bb
But all you ever do is mess it up
       F
Yeah, I'm right here
               Am
I'm trying to make it clear
              Dm                       Bb
That getting half of you, just ain't enough
 
 
[Chorus]
                  F                 Am
I'm not going to wait until you're done
                Dm          Bb
Pretending you don't need anyone
                   F
I'm standing here naked
          Am
(Naked, naked)
                   Dm
I'm standing here naked
          Bb
(Naked, naked)
                  F             Am
I'm not going to try 'til you decide
                   Dm             Bb
You're ready to swallow all your pride
                    F
I'm standing here naked
          Am
(Naked, naked)
                    Dm
I'm standing here naked
          Bb
(Naked, naked)
 
 
[Bridge]
F
I wanna give you everything
C                           Dm      C7
I wanna give you everything
Bb
I wanna give you everything
Am                           Gm      C
I wanna give you everything
 
 
[Chorus + Outro]
                  F                 Am
I'm not going to wait until you're done
               Dm                     Bb
'Cause you pretended you don't need anyone
                        F           Am
Can't you see that I'm naked
 
(Naked, naked)
                      Dm        Bb
Oh, you see that I'm naked
 
(Naked, naked)
                  F             Am
I'm not going to try 'til you decide
                   Dm             Bb
You're ready to swallow all your pride
                    F
I'm standing here naked
          Am
(Naked, naked)
                    Dm
I'm standing here naked
          Bb         F
(Naked, naked)
       Am
I'm standing
              Dm      Bb
I'm standing here
X",2 contributors total,"894,334 views, added to favorites 20,112 times",F,,,
https://tabs.ultimate-guitar.com/tab/rihanna/love-the-way-you-lie-part-2-chords-1060268,absolute beginner,E A D G B E,3rd fret,"['C', 'G', 'Em', 'D']","[Rihanna]
 
       Em                   C
On the first page of our story
      G               D
the future seemed so bright
       Em                   C
then this thing turned out so evil
               G               D
I don't know why I'm still surprised
       Em                   C
even angels have their wicked schemes
      G               D
and you take that to new extremes
   Em                   C
but you'll always be my hero
      G               D
even though you've lost your mind
 
 
[Chorus]
 
              Em                   C
Just gonna stand there and watch me burn
                 G                             D
but that's all right because I like the way it hurts
              Em                   C
just gonna stand there and hear me cry
                 G                             D
but that's all right because I love the way you lie
Em                   C
I love the way you lie
G                        D
Ohhh, I love the way you lie
 
 
[Rihanna]
 
              Em             C
Now there's gravel in our voices
            G                D
glass is shattered from the fight
           Em                    C
in this tug of war, you'll always win
      G          D
even when I'm right
            Em                       C
'cause you feed me fables from your hand
        G                       D
with violent words and empty threats
          Em                   C
and it's sick that all these battles
           G           D
are what keeps me satisfied
 
 
[Chorus]
 
              Em                   C
Just gonna stand there and watch me burn
                 G                             D
but that's all right because I like the way it hurts
              Em                   C
just gonna stand there and hear me cry
                 G                             D
but that's all right because I love the way you lie
Em                   C
I love the way you lie
G                        D
Ohhh, I love the way you lie
 
 
[Rihanna]
 
Em             C
So maybe I'm a masochist
G                D
I try to run but I don't wanna ever leave
Em                    C
til the walls are goin' up
G          D
in smoke with all our memories
 
 
[Chorus]
 
              Em                   C
Just gonna stand there and watch me burn
                 G                             D
but that's all right because I like the way it hurts
              Em                   C
just gonna stand there and hear me cry
                 G                             D
but that's all right because I love the way you lie
Em                   C
I love the way you lie
G                        D
Ohhh, I love the way you lie
X",2 contributors total,"894,067 views, added to favorites 7,612 times",Gm,,,
https://tabs.ultimate-guitar.com/tab/marty-robbins/big-iron-chords-82067,beginner,E A D G B E,4th fret,"['F', 'C', 'Am']","[Intro]
Am
E Am
 
 
[Verse 1]
        C                       Am
To the town of Agua Fria rode a stranger one fine day
        C                                                  Am
Hardly spoke to folks around him, didn't have too much to say
        F                                 C
No one dared to ask his business, no one dared to make a slip
                                           Am
for the stranger there amongst them had a big iron on his hip
 F               C
Big iron on his hip
 
 
[Verse 2]
        C                           Am
It was early in the morning when he rode into the town
         C                                             Am
He came ridin' from the south side slowly lookin' all around
         F                                 C
He's an outlaw loose and runnin' came the whisper from each lip
                                            Am
And he's here to do some business with the big iron on his hip
 F               C
big iron on his hip
 
 
[Verse 3]
         C                                Am
In this town there lived an outlaw by the name of Texas Red
      C                                                Am
Many men had tried to take him and that many men were dead
        F                             C
He was vicious and a killer though a youth of twenty four
                                        Am
And the notches on his pistol numbered one and nineteen more
 F                C
One and nineteen more
 
 
[Verse 4]
         C                                Am
Now the stranger started talking, made it plain to folks around
        C                                       Am
Was an Arizona ranger, wouldn't be too long in town
         F                           C
He came here to take an outlaw back alive or maybe dead
                                      Am
And he said it didn't matter, he was after Texas Red
 F           C
After Texas Red
 
 
[Verse 5]
         C                         Am
Wasn't long before the story was relayed to Texas Red
         C                                               Am
But the outlaw didn't worry, men that tried before were dead
        F                                 C
Twenty men had tried to take him, twenty men had made a slip
                                         Am
Twenty one would be the ranger with the big iron on his hip
 F               C
Big iron on his hip
 
 
[Verse 6]
     C                                Am
The morning passed so quickly, it was time for them to meet
        C                                              Am
It was twenty past eleven when they walked out in the street
            F                                 C
Folks were watching from their windows, everybody held their breath
                                    Am
They knew this handsome ranger was about to meet his death
 F                 C
About to meet his death
 
 
[Verse 7]
           C                                Am
There was forty feet between them when they stopped to make their play
         C                                               Am
And the swiftness of the ranger is still talked about today
       F                                   C
Texas Red had not cleared leather 'fore a bullet fairly ripped
                                          Am
And the ranger's aim was deadly with the big iron on his hip
 F               C
Big iron on his hip
 
 
[Verse 8]
        C                       Am
It was over in a moment and the folks had gathered round
       C                                             Am
There before them lay the body of the outlaw on the ground
        F                                C
Oh, he might have gone on living but he made one fatal slip
                                            Am
When he tried to match the ranger with the big iron on his hip
 F               C
Big iron on his hip
 
 
[Outro]
     F        C
Big iron, big iron
         C                                  Am
When he tried to match the ranger with the big iron on his hip
 F               C
Big iron on his hip
X",7 contributors total,"895,487 views, added to favorites 33,111 times",C#m,,,
