link,difficulty: ,tuning: ,key: ,capo: ,chord_list,full_text,contributors,popularity,file format: ,filesize: ,instuments: 
https://tabs.ultimate-guitar.com/tab/eraserheads/with-a-smile-chords-124395,intermediate,Eb Ab Db Gb Bb Eb,G,no capo,"['F', 'Eb', 'Am', 'Bm', 'D', 'Bb', 'G']","Eraserheads - With a Smile
 
[Chorus]
          G           Am
Lift your head, baby, don't be scared
       Bm                                   Am - D
Of the things that could go wrong along the way
           G         Am
You'll get by with a smile
    Bm                                  Am - D
You can't win at everything but you can try
 
[Verse]
  Bb
Baby, you don't have to worry
           Eb
'Coz there ain't no need to hurry
         Bb                           Eb
No one ever said that there's an easy way
             Bb
When they're closing all their doors
               Eb
And they don't want you anymore
            Bb                       D
This sounds funny but I'll say it anyway
 
[Chorus]
           G                Am
Girl, I'll stay through the bad times
     Bm                           Am - D
Even if I have to fetch you every day
         G         Am
I'll get by if you smile
        Bm                         Am - D
You can never be too happy in this life
 
[Verse]
     Bb
In a world where everybody
        Eb
Hates a happy ending story
       Bb                                  Eb - F
It's a wonder love can make this world go 'round
          Bb
And don't let it bring you down
              Eb
And turn your face into a frown
           Bb                               D
You'll get along with a little prayer and a song
 
[Bridge]
G - Am - Bm - Am D
(To doo doo doo...) Let me hear you sing it
G - Am - Bm - Am D
(To doo doo doo...)
 
[Verse]
    Bb
In a world where everybody
        Eb
Hates a happy ending story
       Bb                                 Eb - F
It's a wonder love can make the world go 'round
          Bb
But don't let it bring you down
              Eb
And turn your face into a frown
           Bb                               D
You'll get along with a little prayer and a song
 
[Chorus] (Riff 1 is played over this chorus)
           G                 Am
Lift your head, baby, don't be scared
     Bm                        Am - D
Of the things that could go wrong along the way
     G                 Am
You'll get by with a smile
         Bm                      Am - D
Now it's time to kiss away those tears goodbye
 
[Solo]
G - Am - Bm - Am D
(To doo doo doo...)
G - Am - Bm - Am D
(To doo doo doo...)
G - Am - Bm - Am D
(To doo doo doo...)
G - Am - Bm - Am D     (Riff 2 enters here)
(To doo doo doo...)...with a smile
 (Play Riff 2 until fade)
 
[Riff 1]
     G                       Am
eb|----3---2---0-------------------3---2---0----------|
Bb|----3---3---3---3---1-0---------1---1---1---1-0----|
Gb|------0---0---0---0-----0-----2---0---0---0-----0--|
Db|----------------------------2----------------------|
Ab|--------------------------0------------------------|
Eb|--3------------------------------------------------|
 
     Bm                 Am        D
eb|---------------5--4--0--0--------2-----0h2---------|
Bb|--------3------3--2--1----1--------3---------------|
Gb|------4---4----x--x--2------2--------2-------------|
Db|----4-------4--4--3--2---------0-------------------|
Ab|--2------------2--1--0-----------------------------|
Eb|---------------------------------------------------|
 
     G                       Am
eb|----3---2---0-------------------3---2---0----------|
Bb|----3---3---3---3---1-0---------1---1---1---1-0----|
Gb|------0---0---0---0-----0-----2---0---0---0-----0--|
Db|----------------------------2----------------------|
Ab|--------------------------0------------------------|
Eb|--3------------------------------------------------|
 
     Bm                 Am     D
eb|---------------5--4--0--0-0-0h2-2-2-2-2------------|
Bb|--------3------3--2--1--1-0-0h3-3-3-3-3------------|
Gb|------4---4----x--x--2--2-0-0h2-2-2-2-2------------|
Db|----4-------4--4--3--2--2-0-0---0-0-0-0------------|
Ab|--2------------2--1--0--0--------------------------|
Eb|---------------------------------------------------|
 
[Riff 2]
     G                       Am
eb|----3---2---0-------------------3---2---0----------|
Bb|----3---3---3---3---1-0---------1---1---1---1-0----|
Gb|------0---0---0---0-----0-----2---0---0---0-----0--|
Db|----------------------------2----------------------|
Ab|--------------------------0------------------------|
Eb|--3------------------------------------------------|
 
     Bm                 Am        D
eb|---------------5--4--0--0--------2-----0h2---------|
Bb|--------3------3--2--1----1--------3---------------|
Gb|------4---4----x--x--2------2--------2-------------|
Db|----4-------4--4--3--2---------0-------------------|
Ab|--2------------2--1--0-----------------------------|
Eb|---------------------------------------------------|
 
 
***********************************
 
| h   Hammer-on
| x   Dead note
 
***********************************
X",5 contributors total,"4,675,741 views, added to favorites 36,705 times",,,
https://tabs.ultimate-guitar.com/tab/taylor-swift/safe-and-sound-chords-1118992,beginner,E A D G B E,Em,5th fret,"['Bm', 'D', 'A', 'G']","Send in your guitar chords song request @ www.liveloveguitar.com
 
[Intro]
 
Em Bm G D x2
 
 
[Verse]
 
Em                         Bm
I remember tears streaming down your face
       G                        D
When I said, I'll never let you go
     Em                Bm                 G    D
When all those shadows almost killed your light
Em         Bm              G                 D
I remember you said, Don't leave me here a - lone
    Em                  Bm                G
But all that's dead and gone and passed tonight
 
 
[Chorus]
 
G               D
Just close your eyes
    A            G
The sun is going down
            D
You'll be alright
   A                G
No one can hurt you now
             D
Come morning light
A               Bm   A   G
You and I'll be safe and sound
 
 
[Instrumental]
 
Em Bm G D   x2
 
 
[Verse]
 
Em                  Bm
Don't you dare look out your window 
G                       D
Darling everything's on fire
    Em              Bm                G  D
The war outside our door keeps raging on
Em      Bm      G    D
Hold on to this lullabye
Em            Bm      G  G
Even when the music's gone.   Gone.
 
 
[Chorus]
 
G               D
Just close your eyes
    A            G
The sun is going down
            D
You'll be alright
   A                G
No one can hurt you now
             D
Come morning light
A               Bm   A   G
You and I'll be safe and sound
 
 
[Interlude]
 
G     D     Bm    A
Oooo  Oooo  Aaah  Aaah...  x2
 
 
[Chorus]
 
G               D   A
Just close your eyes
G            D    A
 You'll be alright
G             D
 Come morning light
A               Bm   A   G
You and I'll be safe and sound
 
 
[Outro]
 
G      D    A
Ooooo  Oooo Oooo...  x5
G      D     A
Ooooo  Oooo Ohoh
 
 
www.liveloveguitar.com
X",5 contributors total,"4,657,325 views, added to favorites 65,853 times",,,
https://tabs.ultimate-guitar.com/tab/camila-cabello/havana-chords-2105155,beginner,E A D G B E,Gm,3rd fret,"['C', 'B7', 'Em']","[Intro]
Em   C   B7   x2
 
[Chorus]
  Em          C    B7
Havana ooh na na
                         Em          C    B7
Half of my heart is in Havana ooh na na
                          Em          C    B7
He took me back to East Atlanta na na na
                        Em
All of my heart is in Havana
        C                   B7
There's somethin' 'bout his manners
              Em
Havana ooh na na
 
[Verse 1]
   Em                        C            B7
He didn't walk up with that ""how you doin"" (when he came in the room)
   Em                          C            B7
He said there's a lot of girls I can do with (but I can't without you)
    Em            C          B7
I'm doin' forever in a minute (that summer night in June)
    Em               C          B7
and Papa says he got malo in him
 
[Pre-Chorus]
B7
He got me feelin' like
Em       C    B7
oooh ooh-ooh oooh
                 Em
I knew it when I met him
  C                B7
I loved him when I left him
 
Got me feelin' like
Em       C    B7
oooh ooh-ooh oooh
                  Em
and then I had to tell him
  C        B7
I had to go
B7
oh na na na na na
 
[Chorus]
  Em          C    B7
Havana ooh na na
                         Em          C    B7
Half of my heart is in Havana ooh na na
                          Em          C    B7
He took me back to East Atlanta na na na
                        Em
All of my heart is in Havana
   C             B7
My heart is in Havana
              Em
Havana ooh na na
 
[Verse 2]
      C           B7                     Em
Jeffery just graduated fresh on campus mmm
 C               B7                       Em
Fresh out East Atlanta with no manners damn
C           B7                         Em
Bump on her bumper like a traffic jam (jam)
   C                B7
Hey, I was quick to pay that girl like Uncle Sam
         Em                C
Here you go ayy back it on me
       B7
Shawty cravin' on me
                         Em
Get to diggin' on me (on me)
              C
She waited on me (then what)
        B7
Shawty cakin' on me
                          Em
Got the bacon on me (wait up)
                       C                B7
This is history in the makin' on me (on me)
                               Em
Point blank close range that be
                  C                    B7
If it cost a million that's me (that's me)
                                  Em
I was gettin mula man they feel me
 
[Chorus]
  Em          C    B7
Havana ooh na na
                         Em          C    B7
Half of my heart is in Havana ooh na na
                          Em          C    B7
He took me back to East Atlanta na na na
                        Em
All of my heart is in Havana
   C             B7
My heart is in Havana
              Em
Havana ooh na na
 
[Bridge]
Em        C         B7
ooh na na  oh na na na (oo-ooh) take me back back back like
Em        C         B7
ooh na na  oh na na na  (yeah babe) take me back back back like
Em        C         B7
ooh na na  oh na na na (yeah yeah) take me back back back like
Em        C         B7
ooh na na  oh na na na (yeah babe) take me back back back
 
[Instrumental]
Em   C   B7   x2
 
[Pre-chorus]
Em   C    B7
oooh-oooh-ooh
Em   C    B7
oooh-oooh-ooh take me back to my Havana...
 
[Chorus]
  Em          C    B7
Havana ooh na na
                         Em          C    B7
Half of my heart is in Havana ooh na na
                          Em          C    B7
He took me back to East Atlanta na na na
                        Em
All of my heart is in Havana
   C             B7
My heart is in Havana
              Em
Havana ooh na na
 
[Outro]
Em  C        B7
    oh na na na (oh na yeah)
Em  C        B7
    oh na na na
Em  C        B7
    oh na na na (no no no take me back)
Em                          C        B7
    oh na na na Havana ooh na na
X",6 contributors total,"4,650,850 views, added to favorites 110,260 times",,,
https://tabs.ultimate-guitar.com/tab/anji/menunggu-kamu-chords-2333561,beginner,E A D G B E,C,no capo,"['E7', 'F', 'C', 'B', 'A', 'Am', 'Em', 'Dm', 'G']","[Intro]
C G Am G F C G
 
[Verse]
C    G         Am G
Ku selalu mencoba
  F     Em         Dm
Untuk menguatkan hati
       Em      C     F         G
Dari kamu yang belum juga kembali
 
[Verse]
 C    G        Am  G
Ada satu keyakinan
     F    Em         Dm
Yang membuatkku bertahan
       Em  C      F           G
Penantian ini kan terbayar pasti
 
[Chorus]
       C    E7
Lihat aku sayang
     Am         A           Dm
Yang sudah berjuang menunggumu
  A       Dm          G
Datang menjemputmu pulang
 
         C    E7
Ingat slalu sayang
  Am         A
Hatiku Kau genggam
 Dm            Em
Aku tak kan pergi
  F           G   C
Menunggu kamu disini
 
[Intro]
C G Am G F G
 
[Verse]
  C    G        Am  G
Jika bukan kepadamu
 F    Em        Dm
Aku tidak tau lagi
        Em    C   F          G
Pada siapa rindu ini kan kuberi
        Em    C   F          G
Pada siapa rindu ini kan kuberi
 
 
[Chorus]
       C    E7
Lihat aku sayang
     Am         A           Dm
Yang sudah berjuang menunggumu
  A       Dm          G
Datang menjemputmu pulang
 
         C    E7
Ingat slalu sayang
  Am         A
Hatiku Kau genggam
 Dm            Em
Aku tak kan pergi
  F           G   C
Menunggu kamu disini
 
[Interlude]
C Dm C G C Dm G
 
[Chorus]
       C    E7
Lihat aku sayang
     Am         A           Dm
Yang sudah berjuang menunggumu
  A       Dm          G
Datang menjemputmu pulang
 
         C    E7
Ingat slalu sayang
  Am         A
Hatiku Kau genggam
 Dm            Em F
Aku tak kan pergi
 Dm            Em
Aku tak kan pergi
  F           G   C
Menunggu kamu disini
 
[Outro]
C B G C
X",,"4,648,519 views, added to favorites 6,062 times",,,
https://tabs.ultimate-guitar.com/tab/train/hey-soul-sister-chords-868189,intermediate,E A D G B E,,no capo,"['B', 'E', 'A', 'C#m']","----------------------------------------------------------------------------
                             HEY SOUL SISTER - Train
----------------------------------------------------------------------------
Tabbed by: Mike
Email: mikemonk7@gmail.com
 
Tuning: Standard
 
 
[Verse]
 
E     B                C#m              A
  Hey-ay, Hey-ay-AY-ay-ay, Hey-ay-AY-ay-ay
     E               B                         C#m              A
Your lipstick stains   on the front lobe of my left side brains
                      E                         B               C#m  A B
I knew I wouldn't for-get you and so I went and let you blow my mind
     E              B                           C#m            A
Your sweet moonbeam   the smell of you in every single dream I dream
                   E                              B                     C#m A B
I knew when we col-lided you're the one I have de-cided who's one of my kind
 
 
[Chorus]
 
A               B                 E      B      A
Hey soul sister ain't that mister mister on the radio stereo
    B                 E        B
The way you move aint fair you know
A               B               E      B      A            B
Hey soul sister I don't want to miss a single thing you do
 
   E         B                C#m              A
To-night Hey-ay, Hey-ay-AY-ay-ay, Hey-ay-AY-ay-ay
 
 
[Verse]
 
E              B                          C#m                 A
Just in ti-i-i-ime I'm so glad you have a one track mind like me
                     E                           B                  C#m  A B
You gave my life dir-ection a game show love con-nection we can't deny-i-iii
    E           B                                 C#m                A
I'm so obsessed   my heart is bound to beat right outta my untrimmed chest
             E                           B                          C#m
I believe in you like a virgin you're Ma-donna and I'm always gonna wanna 
          A    B
blow your mind
 
 
[Chorus]
 
A               B                 E      B      A
Hey soul sister ain't that mister mister on the radio stereo
    B                 E        B
The way you move aint fair you know
A               B               E      B      A            B
Hey soul sister I don't want to miss a single thing you do
 
 
[Bridge]
 
   E
To-night The way you can't cut a rug
B                              C#m
Watching you's the only drug I need
 
You're so gangster I'm so thug
           A                            E
You're the only one I'm dreaming of you see
                          B
I can be myself now final-ly
                                C#m
In fact there's nothing I can't be
                            A       B
I want the world to see you be with   me
 
 
[Chorus]
 
A               B                 E      B      A
Hey soul sister ain't that mister mister on the radio stereo
    B                 E        B
The way you move aint fair you know
A               B               E      B      A               B  E  B
Hey soul sister I don't want to miss a single thing you do to-night
A               B               E      B      A              B
Hey soul sister I don't want to miss a single thing you do-oooo
 
 
[Outro]
 
   E         B                C#m              A  B
To-night Hey-ay, Hey-ay-AY-ay-ay, Hey-ay-AY-ay-ay 
   E         B                C#m              A  B
To-night Hey-ay, Hey-ay-AY-ay-ay, Hey-ay-AY-ay-ay 
    E
Ton-ight
X",4 contributors total,"4,648,509 views, added to favorites 25,189 times",,,
https://tabs.ultimate-guitar.com/tab/u2/with-or-without-you-chords-835,beginner,E A D G B E,D,no capo,"['Bm', 'D', 'A', 'G']","[Intro]
D A Bm G
D A Bm G
 
[Verse 1]
D           A                Bm
  See the stone set in your eyes
          G                  D
See the thorn twist in your side
   A        Bm   G
I wait for you
D             A                Bm
  Sleight of hand and twist of fate
              G                 D
On a bed of nails she makes me wait
       A        Bm       G
And I wait, without you
 
[Chorus]
            D            A
With or without you
            Bm           G
With or without you
 
[Verse 2]
D               A                 Bm
  Through the storm we reach the shore
            G               D
You give it all but I want more
         A      Bm        G
And I’m waiting for you
 
[Chorus]
            D         A
With or without you
           Bm          G
With or without you ahah
         D     A
I can’t live 
            Bm       G
With or without you
 
[Instrumental]
D A Bm G
 
[Bridge]
         D             A
And you give yourself away
         Bm            G
And you give yourself away
         D
And you give
         A
And you give
         Bm            G
And you give yourself away
 
[Verse 3]
D               A
  My hands are tied
Bm         G                  D
 My body bruised, she got me with
            A
Nothing to win and
Bm               G
Nothing left to lose
 
[Bridge]
         D             A
And you give yourself away
         Bm            G
And you give yourself away
         D
And you give
         A
And you give
         Bm            G
And you give yourself away
 
[Chorus]
            D         A
With or without you
         Bm             G
With or without you oh-oh
         D     A
I can’t live 
            Bm       G
With or without you
 
[Interlude]
D        A
Oh-oh-oh-oh
Bm       G
Oh-oh-oh-oh-oh
D        A
Oh-oh-oh-oh
    Bm      G
Oh-oh-oh
 
[Chorus]
            D         A
With or without you
           Bm          G
With or without you ahah
         D     A
I can’t live 
            Bm       G
With or without you
            D
With or without you
 
[Outro]
D
Ooh  -  ooh-ooh-ooh-ooh
D
Ooh  -  ooh-ooh-ooh-ooh
D A Bm G
D A Bm G
D A Bm G
D A Bm G
X",7 contributors total,"4,634,747 views, added to favorites 61,940 times",,,
https://tabs.ultimate-guitar.com/tab/jerryc/canon-rock-tabs-319905,,,,no capo,[],,4 contributors total,"4,631,108 views, added to favorites 18,938 times",,,
https://tabs.ultimate-guitar.com/tab/ed-sheeran/thinking-out-loud-chords-1486901,beginner,,C,2nd fret,"['F', 'Am7', 'Am', 'C', 'Dm', 'G']","NOTE: This strumming pattern above was not added by me.  I don't know if it's correct or not.
I pluck/tap when I play it like this: http://www.liveloveguitar.com/ed-sheeran-thinking-loud-guitar-chords/
 
 
     EADGBe
Am7 [x02010] -  If you can't hear a difference between the C and
  C [032010]    Am7, make SURE you're strumming both chords
                correctly- you HAVE to strum the A string with
                each chord.
 
**********************************************************************************
 
NOTE- When transposed up 2x's to remove the capo, use D/F# for the Bm7 (Am7).
      A C/E sounds the same as a C so it didn't work for this CAPO ON 2 version.
      And I repeat-  THIS IS A CAPO ON 2 VERSION!!!
**********************************************************************************
 
Send in your guitar chords song request @ www.liveloveguitar.com
 
 
 
[Verse]
 
C          Am7
 When your legs don't work 
          F             G
Like they used to before
C            Am7                   F    G
 And I can't sweep you off of your feet
C          Am7
 Will your mouth still remember 
    F               G
The taste of my love
C          Am7
 Will your eyes still smile 
F               G
From your cheeks                        
            C  Am7           F    G              C   Am7  F  G
And darling I will be loving you 'til we're seventy
           C   Am7                   F  G           C    Am7
And baby my heart could still fall as hard at twenty-three
F                 G
And I'm thinking 'bout how 
 
 
[Pre-Chorus]
 
Dm                       G        C
People fall in love in mysterious ways
Dm                        G
Maybe just the touch of a hand
     Dm                            G         Am
Well me I fall in love with you every single day 
    Dm                      G
And I just wanna tell you I am
 
 
[Chorus]
 
         C    Am7  F
So honey now
        G                C   Am7  F
Take me into your loving arms 
        G                    C           Am7  F
Kiss me under the light of a thousand stars 
           G                  C     Am7
Place your head on my beating heart 
             F     G
I'm thinking out loud
          Am  G     F    C     F     G  C
And maybe we  found love right where we are
 
 
[Verse]
 
C        Am7                       F           G
 When my hairs all but gone and my memory fades
C        Am7                      F    G
 And the crowds don't remember my name
C        Am7         F                    G           C
 When my hands don't play the strings the same way, mmm
       Am7                        F    G
I know you will still love me the same
              C   Am7             F    G                 C  Am7  F  G
Cause honey your soul could never grow old it's evergreen
           C    Am7           F     G            C  Am7  F
And baby your smile's forever in my mind and memory
              G
I'm thinking 'bout how
 
 
[Pre-Chorus]
 
Dm                       G        C
People fall in love in mysterious ways
    Dm                       G
And maybe it's all part of a plan
     Dm                           Am     Am7
Well I'll just keep on making the same mistakes 
Dm                      G
Hoping that you'll understand
 
 
[Chorus]
 
          C    Am7 F
That baby now, oooooh
        G                C   Am7  F
Take me into your loving arms 
        G                    C           Am7  F
Kiss me under the light of a thousand stars 
           G                  C     Am7
Place your head on my beating heart 
             F     G
I'm thinking out loud
           Am  G     F    C     F     G  C
That maybe we  found love right where we are, oh oh
 
 
[Instrumental]
 
C Am7 F G
C Am7 F G
C Am7 F G
C Am7 F G
 
 
[Chorus]
 
        C   Am7 F
So baby now
        G                C   Am7  F
Take me into your loving arms 
        G                    C           Am7    F
Kiss me under the light of a thousand stars, oh darlin'
           G                  C     Am7
Place your head on my beating heart 
             F     G
I'm thinking out loud
 
 
[Outro]
 
           Am  G     F    C     F     G  C
That maybe we  found love right where we are
         Am  G     F    C     F     G  C
And baby we  found love right where we are
    Am  G     F    C     F        C
And we  found love right where we are
 
 
 
 
www.liveloveguitar.com
X",4 contributors total,"4,628,257 views, added to favorites 111,208 times",,,
https://tabs.ultimate-guitar.com/tab/justin-bieber/baby-chords-911859,beginner,E A D G B E,Db,1st fret,"['C', 'F', 'G', 'Am']","[Intro]
C           Am          F           G
    Ohh wooaah, Ohh wooaah, Ohh wooaah, Ohh wooaah
 
 
[Verse 1]
             C
You know you love me, I know you care
              Am
You shout whenever, and I'll be there
            F
You want my love, you want my heart
            G
And we will never ever ever be apart
 
          C
Are we an item? Girl quit playing
     Am
We're just friends, what are you saying?
              F
Said there's another, look right in my eyes
         G
My first love broke my heart for the first time,
 
And I was like
 
 
[Chorus]
C
Baby, baby, baby nooo
         Am
I'm like baby, baby, baby noo
         F
I'm like baby, baby, baby nooo
  G
I thought you'd always be mine, mine
 
C
Baby, baby, baby nooo
         Am
I'm like baby, baby, baby noo
         F
I'm like baby, baby, baby nooo
  G
I thought you'd always be mine, oh oh
 
 
[Verse 2]
    C
For you, I would have done whatever
           Am
And I just can't believe we're here together
            F
And I gotta play it cool, 'cause I'm losin' you
             G
I'll buy you anything, I'll buy you any ring
             C
'Cause I'm in pieces, baby fix me
        Am
And you shake me 'til you wake﻿ me from this bad dream
    F
I'm going down, down, dooown
           G
And I just can't believe my first love won't be around,
 
And I'm like
 
 
[Chorus]
C
Baby, baby, baby nooo
         Am
I'm like baby, baby, baby noo
         F
I'm like baby, baby, baby nooo
  G
I thought you'd always be mine, mine
C
Baby, baby, baby nooo
         Am
I'm like baby, baby, baby noo
         F
I'm like baby, baby, baby nooo
  G
I thought you'd always be mine, mine
 
 
[Verse 3]
C                              Am
      You can give all of your love,
                          F
But sometimes it won't be enough
                             G
Never told me this day would come,
            C
Now I'm all gone
                      Am
You can give all your love,
                          F
But sometimes it won't be enough
                             G
Never told me this day would come
 
'Cause I was like
 
 
[Chorus]
C
Baby, baby, baby nooo
         Am
I'm like baby, baby, baby noo
         F
I'm like baby, baby, baby nooo
  G
I thought you'd always be mine, mine
 
 
[Outro]
C
Yeah yeah yeah, yeah yeah yeah
Am
Yeah yeah yeah, yeah yeah yeah
F
Yeah yeah yeah
            G
Now I'm all gone, gone, gone, gone
    C
I'm goooooooone
X",5 contributors total,"4,607,784 views, added to favorites 23,808 times",,,
https://tabs.ultimate-guitar.com/tab/lady-a-lady-antebellum/need-you-now-chords-866111,intermediate,E A D G B E,E,4th fret,[],"To understand even more.. watch this tutorial
 https://www.youtube.com/watch?v=WQliobGE9Hg
 
[Intro]
F Am
 
[Verse 1]
F                                                   Am
Picture perfect memories scattered all around the floor
F                                                  Am
Reaching for the phone 'cause I can't fight it anymore
      F                            Am
And I wonder if I ever cross your mind
          F                F
For me it happens all the time
 
[Chorus]
       C                                      Em
It's a quarter after one, I'm all alone and I need you now
C                                                  Em
Said I wouldn't come, but I lost all control and I need you now
       F                               F                  F Am
And I don't know how I can do without, I just need you now
 
[Verse 2]
 F                                                 Am
Another shot of whiskey, can't stop looking at the door
F                                                 Am
Wishing you'd come sweeping in the way you did before
      F                            Am
And I wonder if I ever cross your mind
          F                F
For me it happens all the time
 
[Chorus]
       C                                           Em
It's a quarter after one, I'm a little drunk and I need you now
C                                                  Em
Said I wouldn't come, but I lost all control and I need you now
       F                               F
And I don't know how I can do without, I just need you now
 
[Bridge]
Am G/B C F Gsus (x2)
         F                               Am G
Yes I'd rather hurt than feel nothing at all
 
[Chorus]
       C                                      Em
It's a quarter after one, I'm all alone and I need you now
      C                                                  Em
And I said I wouldn't call, but I'm a little drunk and I need you now
       F                               F               C
And I don't know how I can do without, I just need you now
 
[Outro]
Em               C  Em C
 I just need you now
Em                  C  Em C
 Oh baby I need you now
X",7 contributors total,"4,583,300 views, added to favorites 92,292 times",,,
https://tabs.ultimate-guitar.com/tab/calum-scott/dancing-on-my-own-chords-1835574,beginner,E A D G B E,C,1st fret,"['C', 'F', 'Am', 'G']","[Verse]
 
C         G                   F
Somebody said you got a new friend
C         G                      F
Does she love you better than I can?
          C           G          F
There's a big black sky over my town
C             G                      F
I know where you're at, I bet she's around
 
 
[Refrain]
 
Am      G                 F
yeah, I know it's stupid
F                            C
I just gotta see it for myself
 
 
[Chorus]
 
C          G                    F
I'm in the corner, watching you kiss her, oh..
C              G                   F
I'm right over here, why can't you see me, oh..
Am           G                       F
I'm giving it my all, but I'm not the guy you're taking home, ooohh..
Am    G             F
I keep dancing on my own
 
 
[Verse 2]
 
C              G              F
I'm just gonna dance all night
C              G                     F
I'm all messed up, I'm so outta line
 
 
[Refrain]
 
Am           G             F
Stilettos and broken bottles,
F                             C
I'm spinnin' around in circles
 
 
[Chorus]
 
C          G                    F
I'm in the corner, watching you kiss her, oh..
C              G                   F
I'm right over here, why can't you see me, oh..
Am           G                       F
I'm giving it my all, but I'm not the guy you're taking home, ooohh..
Am    G             F
I keep dancing on my own
 
 
[Interlude]
 
  C   G       F
e|--3-0---3-0-------3-0|
B|1-----1----1-----1---|
G|---------------0-----|
D|---------------------| x2
A|---------------------|
E|---------------------|
 
[Bridge]
 
F       G                  Am              G                  F
so far away but still so near (the lights go on, the music dies)
F              G               Am             G                 C
but you don't see me standing here (I just came to say goodbye)
 
[Chorus]
 
                                           C
I'm in the corner, watching you kiss her, oh..
Am           G                       F
I'm giving it my all, but I'm not the guy you're taking home, ooohh..
Am    G             F
I keep dancing on my own
 
C          G                    F
I'm in the corner, watching you kiss her, oh no
C              G                   F
I'm right over here, why can't you see me, oh no
Am           G                       F
I'm giving it my all, but I'm not the guy you're taking home, ooohh..
Am     G             F
I keep dancing on my own
 
 
[Outro]
 
C       G                  F                                 Am
so far away but still so near (the lights go on, the music dies)
Am               G         F
but you don't see me standing here
X",5 contributors total,"4,566,635 views, added to favorites 127,047 times",,,
https://tabs.ultimate-guitar.com/tab/amy-winehouse/back-to-black-chords-467281,intermediate,E A D G B E,Dm,no capo,"['F', 'Bbmaj7', 'A', 'A7', 'Bb', 'Dm', 'Gm']","Play the strumming patterns throughout the song, varying them and with little variations as you wish.
 
 
[Intro]
Dm  Gm  Bb  A
 
[Verse 1]
Dm                     Gm
 He left no time to re-gret,
              Bb                          A
Kept his dick wet, with his same old safe bet.
Dm                 Gm
 Me... and my head high,
             Bb                  A
And my tears dry; get on without my guy.
 
[Verse 2]
Dm                         Gm
 You went back to what you knew,
       Bb                             A
So far removed, from all that we went through.
    Dm                    Gm
And I... tread a troubled track,
            Bb                    A
My odds are stacked; I'll go back to black.
 
[Chorus 1]
Dm                         Gm
 We only said goodbye with words; I died a hundred times.
Bb                     A             N.C.           Dm
 You go back to her and I go back to...I go back to us.
 
[Verse 3]
Dm          Gm
 I love you much,
           Bb                         A
It's not e-nough; you love blow and I love puff.
    Dm             Gm
And life is like a pipe,
               Bb                         A
And I'm a tiny penny rolling up the walls inside.
 
[Chorus 2]
Dm                         Gm
 We only said goodbye with words; I died a hundred times.
Bb                      A
 You go back to her and I go back to...
Dm                         Gm
 We only said goodbye with words; I died a hundred times.
Bb                      A
 You go back to her and I go back to...
 
[Break]
N.C.
 
[Bridge 1]
Dm        Bbmaj7
 Black... black,
F         A
 Black... black.
Dm        Bbmaj7
 Black... black,
F         A              A7
 Black... I go back to... I go back to...
 
[Chorus 3]
Dm                         Gm
 We only said goodbye with words; I died a hundred times.
Bb                      A
 You go back to her and I go back to...
Dm                         Gm
 We only said goodbye with words; I died a hundred times.
Bb                      A            Dm
 You go back to her and I go back to black.
X",8 contributors total,"4,564,541 views, added to favorites 115,730 times",,,
https://tabs.ultimate-guitar.com/tab/shania-twain/youre-still-the-one-chords-1345,absolute beginner,E A D G B E,Eb,1st fret,"['Em', 'D', 'A', 'G']","[Intro]
D D G A
 
[Verse 1]
  D                     G                 A
Looks like we made it, Look how far we've come my baby
  D                          G            A
We mighta took the long way, We knew we'd get there someday
  D                 G           A
They said, ""I bet they'll never make it""
         D          G      A
But just look at us holding on
                D           G      A
We're still together still going strong
 
[Chorus]
G                  D
You're still the one
                        G
You're still the one I run to
 Em              A
The one that I belong to
  D                     G         A
You're still the one I want for life
G                  D
You're still the one
                          G
You're still the one that I love
 Em              A
The only one I dream of
  D                     G          A
You're still the one I kiss good night
 
[Verse 2]
  D
Ain't nothin' better
  G          A
We beat the odds together
  D
I'm glad we didn't listen
  G               A
Look at what we would be missin'
  D                 G           A
They said, ""I bet they'll never make it""
         D          G      A
But just look at us holding on
                D           G      A
We're still together still going strong
 
[Chorus]
G                  D
You're still the one
                        G
You're still the one I run to
 Em              A
The one that I belong to
  D                     G         A
You're still the one I want for life
G                  D
You're still the one
                          G
You're still the one that I love
 Em              A
The only one I dream of
  D                     G          A
You're still the one I kiss good night
 
[Solo]
D G A
 
[Chorus]
G                  D
You're still the one
                        G
You're still the one I run to
 Em              A
The one that I belong to
  D                     G         A
You're still the one I want for life
G                  D
You're still the one
                          G
You're still the one that I love
 Em              A
The only one I dream of
  D                     G          A
You're still the one I kiss good night
 D
I'm so glad we made it
 G                  A
Look how far we've come my baby
X",5 contributors total,"4,539,051 views, added to favorites 73,221 times",,,
